Strain	Genotype	Genotype List Used, >=98.0%	Genotype Sample Title List	Genotype Percent Match List	Genotype Mismatch List	Genotype Average Depth of Coverage List	Date run
A/Gull/Chile/227023-2/2022	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.39%, 99.16%, 99.28%, 99.49%, 99.18%, 99.13%, 99.50%, 99.40%	14, 19, 6, 5, 14, 13, 7, 13	Ran on FASTA - No Coverage Report	2026-05-29_14-48-57
A/barred_owl/Minnesota/22-014522-001/2022	B3.1	PB2:am2.1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.96%, 99.96%, 99.88%, 99.90%, 99.88%, 99.93%, 99.72%, 99.91%	1, 1, 1, 1, 2, 1, 4, 2	Ran on FASTA - No Coverage Report	2026-05-29_14-48-58
A/common_eider/Maine/22-036180-007/2022	A2	PB2:ea1, PB1:ea2, NS:ea1, MP:ea1, HA:ea2, NP:ea1, NA:ea2, PA:ea1	ea1:22-003707-003:PB2, ea2:22-036180-006:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea2:22-008064-001:HA, ea1:22-003707-003:NP, ea2:22-008064-001:NA, ea1:22-003707-003:PA	99.61%, 99.87%, 99.17%, 99.69%, 99.71%, 99.47%, 99.72%, 99.63%	9, 3, 7, 3, 5, 8, 4, 8	Ran on FASTA - No Coverage Report	2026-05-29_14-48-58
A/american_crow/MA/22HP00148/2022	A2	PB2:ea1, PB1:ea2, NS:ea1, MP:ea1, HA:ea2, NP:ea1, NA:ea2, PA:ea1	ea1:22-003707-003:PB2, ea2:22-036180-006:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea2:22-008064-001:HA, ea1:22-003707-003:NP, ea2:22-008064-001:NA, ea1:22-003707-003:PA	99.56%, 99.87%, 99.64%, 99.80%, 99.88%, 99.53%, 99.64%, 99.81%	10, 3, 3, 2, 2, 7, 5, 4	Ran on FASTA - No Coverage Report	2026-05-29_14-48-58
A/Band-tailed_gull/Antofagasta/228525-1/2022	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.56%, 99.30%, 99.28%, 99.39%, 99.12%, 99.06%, 99.36%, 99.67%	10, 16, 6, 6, 15, 14, 9, 7	Ran on FASTA - No Coverage Report	2026-05-29_14-48-58
A/great_black-backed_gull/Massachusetts/22-022527-005/2022	A2	PB2:ea1, PB1:ea2, NS:ea1, MP:ea1, HA:ea2, NP:ea1, NA:ea2, PA:ea1	ea1:22-003707-003:PB2, ea2:22-036180-006:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea2:22-008064-001:HA, ea1:22-003707-003:NP, ea2:22-008064-001:NA, ea1:22-003707-003:PA	99.52%, 99.96%, 99.52%, 99.80%, 99.65%, 99.47%, 99.50%, 99.58%	11, 1, 4, 2, 6, 8, 7, 9	Ran on FASTA - No Coverage Report	2026-05-29_14-48-58
A/chicken/OHiggins/241252-3/2023	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.39%, 99.08%, 99.40%, 99.39%, 99.30%, 99.13%, 99.15%, 99.58%	14, 21, 5, 6, 12, 13, 12, 9	Ran on FASTA - No Coverage Report	2026-05-29_14-48-58
A/American_Black_Duck/Connecticut/USDA-005000-001/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.83%, 99.91%, 99.76%, 100.00%, 99.65%, 99.87%, 99.86%, 99.77%	4, 2, 2, 0, 6, 2, 2, 5	Ran on FASTA - No Coverage Report	2026-05-29_14-48-58
A/chicken/Chile/242894-4/2023	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.34%, 99.08%, 99.17%, 99.39%, 99.30%, 99.06%, 99.22%, 99.67%	15, 21, 7, 6, 12, 14, 11, 7	Ran on FASTA - No Coverage Report	2026-05-29_14-48-59
A/common_eider/MA/22MM00823/2022	A2	PB2:ea1, PB1:ea2, NS:ea1, MP:ea1, HA:ea2, NP:ea1, NA:ea2, PA:ea1	ea1:22-003707-003:PB2, ea2:22-036180-006:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea2:22-008064-001:HA, ea1:22-003707-003:NP, ea2:22-008064-001:NA, ea1:22-003707-003:PA	99.47%, 99.96%, 99.40%, 99.80%, 99.59%, 99.40%, 99.57%, 99.67%	12, 1, 5, 2, 7, 9, 6, 7	Ran on FASTA - No Coverage Report	2026-05-29_14-48-59
A/turkey/Kentucky/22-004546-002/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	100.00%, 99.87%, 99.88%, 99.90%, 99.88%, 99.93%, 99.93%, 99.95%	0, 3, 1, 1, 2, 1, 1, 1	Ran on FASTA - No Coverage Report	2026-05-29_14-48-59
A/Procellaria_aequinoctialis/Sao_Paulo/2271-N/2023	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.21%, 98.81%, 99.05%, 99.08%, 98.83%, 98.93%, 99.29%, 99.12%	18, 27, 8, 9, 20, 16, 10, 19	Ran on FASTA - No Coverage Report	2026-05-29_14-48-59
A/Chicken/Argentina/1416-3/2023	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.21%, 99.25%, 99.28%, 99.39%, 99.24%, 99.20%, 99.15%, 99.53%	18, 17, 6, 6, 13, 12, 12, 10	Ran on FASTA - No Coverage Report	2026-05-29_14-48-59
A/Chicken/Argentina/32033-1/2025	Not assigned: Only 3 segments >98.0% match found of total 8 segments in input file	MP:ea1, NP:am1.1, NA:ea1	am23:24-010726-001:PB2, am2:22-031266-001:PB1, am1.3:22-008760-007:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1b:23-002693-004:PA	82.99%, 89.06%, 91.41%, 98.88%, 97.95%, 98.20%, 98.23%, 85.91%	386, 247, 72, 11, 35, 27, 25, 303	Ran on FASTA - No Coverage Report	2026-05-29_14-48-59
A/turkey/South_Dakota/22-013547-001/2022	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.83%, 99.96%, 99.88%, 100.00%, 99.88%, 100.00%, 99.79%, 99.86%	4, 1, 1, 0, 2, 0, 3, 3	Ran on FASTA - No Coverage Report	2026-05-29_14-48-59
A/bald_eagle/Oregon/22-022964-001/2022	B4.1	PB2:am2.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.3, NA:ea1, PA:ea1	am2.2:22-010445-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.3:22-010445-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.69%, 99.69%, 99.64%, 99.90%, 99.82%, 99.80%, 99.64%, 99.86%	7, 7, 3, 1, 3, 3, 5, 3	Ran on FASTA - No Coverage Report	2026-05-29_14-49-00
A/canada_goose/Oregon/22-021071-001/2022	B4.1	PB2:am2.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.3, NA:ea1, PA:ea1	am2.2:22-010445-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.3:22-010445-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.74%, 99.87%, 99.40%, 99.90%, 99.65%, 99.73%, 99.57%, 99.72%	6, 3, 5, 1, 6, 4, 6, 6	Ran on FASTA - No Coverage Report	2026-05-29_14-49-00
A/Cygnus_atratus/MateusLemeBR/1367-N/2025	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file	MP:ea1, HA:ea1, NP:am1.1, NA:ea1	am7:22-035442-001:PB2, am2:22-031266-001:PB1, am1.3:22-008760-007:NS, ea1:22-003707-003:MP, ea1:24-009110-019:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:EPI-ISL-20215425:PA	90.27%, 89.01%, 91.53%, 98.68%, 98.71%, 98.20%, 98.23%, 86.61%	220, 248, 71, 13, 22, 27, 25, 299	Ran on FASTA - No Coverage Report	2026-05-29_14-49-00
A/american_white_pelican/Minnesota/22-023116-001/2022	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.61%, 99.52%, 99.64%, 99.49%, 99.65%, 99.80%, 99.64%, 99.81%	9, 11, 3, 5, 6, 3, 5, 4	Ran on FASTA - No Coverage Report	2026-05-29_14-49-00
A/sanderling/MA/22HP00192/2022	A2	PB2:ea1, PB1:ea2, NS:ea1, MP:ea1, HA:ea2, NP:ea1, NA:ea2, PA:ea1	ea1:22-003707-003:PB2, ea2:22-036180-006:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea2:22-008064-001:HA, ea1:22-003707-003:NP, ea2:22-008064-001:NA, ea1:22-003707-003:PA	99.61%, 99.87%, 99.64%, 99.80%, 99.88%, 99.53%, 99.72%, 99.86%	9, 3, 3, 2, 2, 7, 4, 3	Ran on FASTA - No Coverage Report	2026-05-29_14-49-00
A/chicken/North_Carolina/22-010299-002/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.87%, 99.74%, 99.64%, 99.90%, 99.71%, 99.87%, 99.57%, 99.53%	3, 6, 3, 1, 5, 2, 6, 10	Ran on FASTA - No Coverage Report	2026-05-29_14-49-00
A/Peruvean_booby/Atacama/230579-1/2023	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.43%, 99.34%, 99.28%, 99.39%, 99.12%, 99.06%, 99.50%, 99.63%	13, 15, 6, 6, 15, 14, 7, 8	Ran on FASTA - No Coverage Report	2026-05-29_14-49-00
A/Chicken/Argentina/21842-2/2025	Not assigned: Only 3 segments >98.0% match found of total 8 segments in input file	MP:ea1, HA:ea1, NA:ea1	am23:24-010726-001:PB2, am2:22-031266-001:PB1, am1.3:22-008760-007:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1b:23-002693-004:PA	83.03%, 88.97%, 91.65%, 98.68%, 98.12%, 97.93%, 98.01%, 85.73%	385, 249, 70, 13, 32, 31, 28, 307	Ran on FASTA - No Coverage Report	2026-05-29_14-49-00
A/red-shouldered_hawk/Minnesota/22-012000-004/2022	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.91%, 99.91%, 99.76%, 100.00%, 99.82%, 99.60%, 99.79%, 99.86%	2, 2, 2, 0, 3, 6, 3, 3	Ran on FASTA - No Coverage Report	2026-05-29_14-49-01
A/wildbird-Sula-nebouxii/Ecuador/7611/2023	Not assigned: Only 6 segments >98.0% match found of total 8 segments in input file	PB1:am1.2, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.3:22-008760-007:NS, ea1:22-003707-003:MP, ea1:24-009110-019:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	97.69%, 99.03%, 82.98%, 99.19%, 99.85%, 98.33%, 98.77%, 99.21%	16, 10, 114, 8, 1, 25, 17, 17	Ran on FASTA - No Coverage Report	2026-05-29_14-49-01
A/Guanay_cormorant/Peru/PIU-SER024/2022	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.52%, 99.47%, 99.40%, 99.39%, 99.35%, 99.33%, 99.29%, 99.72%	11, 12, 5, 6, 11, 10, 10, 6	Ran on FASTA - No Coverage Report	2026-05-29_14-49-01
A/canada_goose/California/22-023057-001/2022	B4.1	PB2:am2.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.3, NA:ea1, PA:ea1	am2.2:22-010445-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.3:22-010445-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.87%, 99.78%, 99.52%, 99.80%, 99.59%, 99.80%, 99.64%, 99.81%	3, 5, 4, 2, 7, 3, 5, 4	Ran on FASTA - No Coverage Report	2026-05-29_14-49-01
A/Red-tailed_Hawk/North_Dakota/USDA-011565-001/2022	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.91%, 99.96%, 99.88%, 99.90%, 99.94%, 100.00%, 99.93%, 99.67%	2, 1, 1, 1, 1, 0, 1, 7	Ran on FASTA - No Coverage Report	2026-05-29_14-49-01
A/Inca_tern/Arica_y_Parinacota/227519-1/2022	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.56%, 99.34%, 99.28%, 99.49%, 99.12%, 99.20%, 99.43%, 99.63%	10, 15, 6, 5, 15, 12, 8, 8	Ran on FASTA - No Coverage Report	2026-05-29_14-49-01
A/pelican/Peru/PIU-019/2022	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.56%, 99.47%, 99.40%, 99.29%, 98.09%, 99.33%, 99.01%, 99.72%	10, 12, 5, 7, 34, 10, 14, 6	Ran on FASTA - No Coverage Report	2026-05-29_14-49-01
A/common_tern/Maine/22-020831-001/2022	A2	PB2:ea1, PB1:ea2, NS:ea1, MP:ea1, HA:ea2, NP:ea1, NA:ea2, PA:ea1	ea1:22-003707-003:PB2, ea2:22-036180-006:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea2:22-008064-001:HA, ea1:22-003707-003:NP, ea2:22-008064-001:NA, ea1:22-003707-003:PA	99.52%, 99.82%, 99.40%, 99.69%, 99.71%, 99.47%, 99.64%, 99.72%	11, 4, 5, 3, 5, 8, 5, 6	Ran on FASTA - No Coverage Report	2026-05-29_14-49-02
A/ring-billed_gull/Florida/W22-169/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.87%, 99.87%, 99.64%, 99.90%, 99.88%, 99.87%, 99.79%, 99.86%	3, 3, 3, 1, 2, 2, 3, 3	Ran on FASTA - No Coverage Report	2026-05-29_14-49-02
A/pelican/Chile/229424-4/2022	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.52%, 99.30%, 99.28%, 99.49%, 97.86%, 99.27%, 99.29%, 99.67%	11, 16, 6, 5, 38, 11, 10, 7	Ran on FASTA - No Coverage Report	2026-05-29_14-49-02
A/chicken/Utah/22-020377-008-original/2022	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.61%, 99.56%, 99.52%, 99.69%, 99.77%, 99.67%, 99.86%, 99.81%	9, 10, 4, 3, 4, 5, 2, 4	Ran on FASTA - No Coverage Report	2026-05-29_14-49-02
A/Pelecanus_occidentalis/Venezuela/Inf1/2022_	B2.2	PB2:am1.2, PB1:ea1, NS:am1.2, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, am1.2:22-010668-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	98.43%, 99.65%, 99.64%, 99.80%, 99.41%, 99.67%, 99.43%, 99.30%	33, 8, 3, 2, 10, 5, 8, 15	Ran on FASTA - No Coverage Report	2026-05-29_14-49-02
A/chicken/Choco/ICA-3504/2022	B1.3	PB2:am1.3, PB1:am1.3, NS:ea1, MP:ea1, HA:ea1, NP:am1.2, NA:ea1, PA:am1.2	am1.3:23-003733-001:PB2, am1.3:23-003733-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:NA, am1.2:23-003733-001:PA	99.39%, 99.60%, 98.93%, 99.49%, 99.47%, 99.60%, 98.94%, 99.44%	14, 9, 9, 5, 9, 6, 15, 12	Ran on FASTA - No Coverage Report	2026-05-29_14-49-02
A/common_eider/Massachusetts/22-022527-003/2022	A2	PB2:ea1, PB1:ea2, NS:ea1, MP:ea1, HA:ea2, NP:ea1, NA:ea2, PA:ea1	ea1:22-003707-003:PB2, ea2:22-036180-006:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea2:22-008064-001:HA, ea1:22-003707-003:NP, ea2:22-008064-001:NA, ea1:22-003707-003:PA	99.56%, 99.96%, 99.40%, 99.69%, 99.65%, 99.40%, 99.43%, 99.53%	10, 1, 5, 3, 6, 9, 8, 10	Ran on FASTA - No Coverage Report	2026-05-29_14-49-02
A/Black_Vulture/Florida/USDA-012637-002/2022	B1.1	PB2:am1.1, PB1:am1.1, NS:ea1, MP:ea1, HA:ea1, NP:am1.2, NA:ea1, PA:ea1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.78%, 99.87%, 99.88%, 99.90%, 99.65%, 99.67%, 99.79%, 99.81%	5, 3, 1, 1, 6, 5, 3, 4	Ran on FASTA - No Coverage Report	2026-05-29_14-49-02
A/chicken/Virginia/004415-001-v/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.87%, 99.91%, 99.76%, 99.80%, 99.82%, 99.93%, 99.93%, 99.77%	3, 2, 2, 2, 3, 1, 1, 5	Ran on FASTA - No Coverage Report	2026-05-29_14-49-03
A/common_eider/Massachusetts/W22-438B/2022	A2	PB2:ea1, PB1:ea2, NS:ea1, MP:ea1, HA:ea2, NP:ea1, NA:ea2, PA:ea1	ea1:22-003707-003:PB2, ea2:22-036180-006:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea2:22-008064-001:HA, ea1:22-003707-003:NP, ea2:22-008064-001:NA, ea1:22-003707-003:PA	99.56%, 99.87%, 99.52%, 99.80%, 99.71%, 99.47%, 99.64%, 99.63%	10, 3, 4, 2, 5, 8, 5, 8	Ran on FASTA - No Coverage Report	2026-05-29_14-49-03
A/owl/Montana/22-014430-001/2022	B4.1	PB2:am2.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.3, NA:ea1, PA:ea1	am2.2:22-010445-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.3:22-010445-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.87%, 99.91%, 99.76%, 99.90%, 99.77%, 99.80%, 99.72%, 99.91%	3, 2, 2, 1, 4, 3, 4, 2	Ran on FASTA - No Coverage Report	2026-05-29_14-49-03
A/Southern_Fulmar/Falkland_Islands/138870/2023	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.47%, 99.16%, 98.93%, 99.29%, 99.12%, 99.00%, 99.36%, 99.44%	12, 19, 9, 7, 15, 15, 9, 12	Ran on FASTA - No Coverage Report	2026-05-29_14-49-03
A/Mallard/Connecticut/USDA-003935-022/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.78%, 99.78%, 99.76%, 100.00%, 99.59%, 99.87%, 99.86%, 99.77%	5, 5, 2, 0, 7, 2, 2, 5	Ran on FASTA - No Coverage Report	2026-05-29_14-49-03
A/turkey/Indiana/22-005696-003/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	100.00%, 99.91%, 100.00%, 100.00%, 100.00%, 100.00%, 100.00%, 99.91%	0, 2, 0, 0, 0, 0, 0, 2	Ran on FASTA - No Coverage Report	2026-05-29_14-49-03
A/turkey/Indiana/22-004688-003/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	100.00%, 99.91%, 100.00%, 100.00%, 100.00%, 100.00%, 100.00%, 99.95%	0, 2, 0, 0, 0, 0, 0, 1	Ran on FASTA - No Coverage Report	2026-05-29_14-49-03
