Strain	Genotype	Genotype List Used, >=98.0%	Genotype Sample Title List	Genotype Percent Match List	Genotype Mismatch List	Genotype Average Depth of Coverage List	Date run
EPI_ISL_19131156	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.39%, 99.30%, 98.81%, 99.43%, 99.67%, 99.12%, 99.20%, 99.29%	14, 16, 10, 8, 7, 15, 12, 7	Ran on FASTA - No Coverage Report	2026-06-01_16-09-54
EPI_ISL_19131159	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.56%, 99.34%, 99.28%, 99.43%, 99.63%, 99.12%, 99.20%, 99.49%	10, 15, 6, 8, 8, 15, 12, 5	Ran on FASTA - No Coverage Report	2026-06-01_16-09-54
EPI_ISL_19131162	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.47%, 99.34%, 99.17%, 99.36%, 99.58%, 99.12%, 99.20%, 99.39%	12, 15, 7, 9, 9, 15, 12, 6	Ran on FASTA - No Coverage Report	2026-06-01_16-09-54
EPI_ISL_17885972	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.43%, 99.30%, 99.28%, 99.29%, 99.07%, 99.24%, 99.06%, 99.49%	13, 16, 6, 10, 20, 13, 14, 5	Ran on FASTA - No Coverage Report	2026-06-01_16-09-55
EPI_ISL_20359535	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.52%, 99.38%, 99.40%, 99.43%, 99.63%, 99.30%, 99.27%, 99.39%	11, 14, 5, 8, 8, 12, 11, 6	Ran on FASTA - No Coverage Report	2026-06-01_16-09-55
EPI_ISL_18133273	B1.1	PB2:am1.1, PB1:am1.1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.2, MP:ea1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:MP	99.74%, 99.87%, 99.88%, 99.86%, 99.81%, 99.71%, 99.87%, 99.90%	6, 3, 1, 2, 4, 5, 2, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-09-55
EPI_ISL_18133242	B1.2	PB2:am1.1, PB1:am1.1, NS:ea1, NA:ea1, PA:am1, HA:ea1, NP:am1.2, MP:ea1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, am1:22-008890-001:PA, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:MP	99.87%, 99.74%, 99.88%, 99.93%, 99.86%, 99.77%, 99.87%, 99.80%	3, 6, 1, 1, 3, 4, 2, 2	Ran on FASTA - No Coverage Report	2026-06-01_16-09-56
EPI_ISL_18133228	B1.1	PB2:am1.1, PB1:am1.1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.2, MP:ea1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:MP	99.96%, 99.87%, 99.76%, 99.86%, 99.81%, 99.71%, 100.00%, 99.90%	1, 3, 2, 2, 4, 5, 0, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-09-56
EPI_ISL_18133218	B1.1	PB2:am1.1, PB1:am1.1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.2, MP:ea1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:MP	99.87%, 99.82%, 99.76%, 99.79%, 99.77%, 99.65%, 99.80%, 99.90%	3, 4, 2, 3, 5, 6, 3, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-09-56
EPI_ISL_18133214	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.1, MP:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:MP	99.87%, 99.91%, 99.76%, 99.93%, 99.91%, 99.88%, 100.00%, 100.00%	3, 2, 2, 1, 2, 2, 0, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-09-57
EPI_ISL_18133210	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.1, MP:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:MP	99.91%, 99.96%, 99.88%, 99.93%, 99.91%, 99.88%, 99.87%, 100.00%	2, 1, 1, 1, 2, 2, 2, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-09-57
EPI_ISL_15614805	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.87%, 99.78%, 99.88%, 99.86%, 99.77%, 99.71%, 99.80%, 99.90%	3, 5, 1, 2, 5, 5, 3, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-09-57
EPI_ISL_18133145	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.78%, 99.78%, 99.76%, 99.86%, 99.77%, 99.59%, 99.80%, 100.00%	5, 5, 2, 2, 5, 7, 3, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-09-58
EPI_ISL_18133141	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.78%, 99.82%, 99.76%, 99.79%, 99.77%, 99.59%, 99.87%, 100.00%	5, 4, 2, 3, 5, 7, 2, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-09-58
EPI_ISL_18133268	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.78%, 99.78%, 99.76%, 99.86%, 99.77%, 99.59%, 99.87%, 100.00%	5, 5, 2, 2, 5, 7, 2, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-09-58
EPI_ISL_18133249	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.78%, 99.74%, 99.76%, 99.79%, 99.77%, 99.65%, 99.87%, 100.00%	5, 6, 2, 3, 5, 6, 2, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-09-59
EPI_ISL_18133245	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.74%, 99.65%, 99.76%, 99.79%, 99.81%, 99.59%, 99.80%, 99.90%	6, 8, 2, 3, 4, 7, 3, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-09-59
EPI_ISL_18133241	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.78%, 99.82%, 99.76%, 99.86%, 99.63%, 99.59%, 99.87%, 100.00%	5, 4, 2, 2, 8, 7, 2, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-10-00
EPI_ISL_18133237	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.74%, 99.82%, 99.76%, 99.86%, 99.81%, 99.65%, 99.87%, 99.90%	6, 4, 2, 2, 4, 6, 2, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-10-00
EPI_ISL_18133233	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.74%, 99.78%, 99.76%, 99.86%, 99.81%, 99.65%, 99.87%, 99.90%	6, 5, 2, 2, 4, 6, 2, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-10-00
EPI_ISL_18133253	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.78%, 99.65%, 99.64%, 99.79%, 99.58%, 99.77%, 99.93%, 99.90%	5, 8, 3, 3, 9, 4, 1, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-10-00
EPI_ISL_18133220	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.83%, 99.74%, 99.52%, 99.86%, 99.58%, 99.77%, 99.93%, 100.00%	4, 6, 4, 2, 9, 4, 1, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-10-01
EPI_ISL_18133196	Minor09	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.91%, 99.91%, 99.88%, 99.79%, 99.67%, 99.65%, 99.40%, 100.00%	2, 2, 1, 3, 7, 6, 9, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-10-01
EPI_ISL_18133192	Minor09	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.91%, 99.91%, 99.88%, 99.79%, 99.72%, 99.65%, 99.40%, 100.00%	2, 2, 1, 3, 6, 6, 9, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-10-01
EPI_ISL_18133285	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.91%, 99.96%, 100.00%, 99.79%, 100.00%, 99.82%, 99.93%, 100.00%	2, 1, 0, 3, 0, 3, 1, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-10-02
EPI_ISL_19215177	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	98.64%, 99.18%, 99.17%, 99.15%, 98.54%, 99.06%, 99.00%, 99.29%	31, 18, 7, 12, 29, 16, 15, 7	Ran on FASTA - No Coverage Report	2026-06-01_16-10-02
EPI_ISL_18133332	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.87%, 99.87%, 99.76%, 99.86%, 99.77%, 99.71%, 99.80%, 100.00%	3, 3, 2, 2, 5, 5, 3, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-10-02
EPI_ISL_18133323	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.1, MP:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:MP	99.87%, 99.78%, 99.40%, 99.72%, 99.86%, 99.77%, 99.80%, 100.00%	3, 5, 5, 4, 3, 4, 3, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-10-03
EPI_ISL_19765465	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.25%, 99.16%, 99.28%, 99.15%, 99.53%, 99.12%, 99.00%, 99.39%	17, 19, 6, 12, 10, 15, 15, 6	Ran on FASTA - No Coverage Report	2026-06-01_16-10-03
EPI_ISL_19765475	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.25%, 99.16%, 99.28%, 99.15%, 99.53%, 99.12%, 99.00%, 99.29%	17, 19, 6, 12, 10, 15, 15, 7	Ran on FASTA - No Coverage Report	2026-06-01_16-10-03
EPI_ISL_19765485	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.25%, 99.16%, 99.28%, 99.08%, 99.53%, 99.18%, 98.93%, 99.39%	17, 19, 6, 13, 10, 14, 16, 6	Ran on FASTA - No Coverage Report	2026-06-01_16-10-04
EPI_ISL_18132370	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.74%, 99.91%, 99.76%, 99.72%, 99.95%, 99.82%, 99.87%, 100.00%	6, 2, 2, 4, 1, 3, 2, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-10-04
EPI_ISL_18132366	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.83%, 99.96%, 99.88%, 99.79%, 99.91%, 99.82%, 99.87%, 99.90%	4, 1, 1, 3, 2, 3, 2, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-10-04
EPI_ISL_20267523	Not assigned: Only 4 segments >98.0% match found of total 7 segments in input file	NS:am1.1, NA:ea1, PA:ea1, MP:ea1	am7:22-035442-001:PB2, am12:23-004320-002:PB1, am1.1:22-010085-001:NS, ea1:24-009110-019:NA, ea1:22-003707-003:PA, am5:23-013078-002:NP, ea1:22-003707-003:MP	90.18%, 96.17%, 98.57%, 98.94%, 98.70%, 92.58%, 98.06%	222, 87, 12, 15, 28, 111, 19	Ran on FASTA - No Coverage Report	2026-06-01_16-10-05
EPI_ISL_20370822	Not assigned: Only 4 segments >98.0% match found of total 7 segments in input file	NS:am1.1, NA:ea1, PA:ea1, MP:ea1	am7:22-035442-001:PB2, am12:23-004320-002:PB1, am1.1:22-010085-001:NS, ea1:24-009110-019:NA, ea1:22-003707-003:PA, am5:23-013078-002:NP, ea1:22-003707-003:MP	90.18%, 96.17%, 98.57%, 98.94%, 98.70%, 92.58%, 98.06%	222, 87, 12, 15, 28, 111, 19	Ran on FASTA - No Coverage Report	2026-06-01_16-10-05
EPI_ISL_19215178	Not assigned: Only 7 segments >98.0% match found of total 7 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.34%, 99.08%, 99.40%, 98.94%, 99.26%, 98.80%, 99.39%	15, 21, 5, 15, 16, 18, 6	Ran on FASTA - No Coverage Report	2026-06-01_16-10-05
EPI_ISL_19215179	Not assigned: Only 7 segments >98.0% match found of total 7 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.25%, 99.12%, 98.81%, 99.43%, 99.16%, 98.26%, 98.98%	17, 20, 10, 8, 18, 26, 10	Ran on FASTA - No Coverage Report	2026-06-01_16-10-05
EPI_ISL_19215180	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.34%, 98.99%, 99.05%, 99.50%, 99.30%, 99.06%, 98.93%, 99.18%	15, 23, 8, 7, 15, 16, 16, 8	Ran on FASTA - No Coverage Report	2026-06-01_16-10-06
EPI_ISL_20443759	Not assigned: Only 1 segments >98.0% match found of total 7 segments in input file	MP:ea1	am2.1:22-009329-001:PB2, am2:22-031266-001:PB1, am1.3:22-008760-007:NS, ea1:22-003707-003:NA, am16:23-028151-041:PA, am1.1:22-007805-001:NP, ea1:22-003707-003:MP	95.35%, 88.61%, 91.05%, 97.73%, 85.89%, 97.93%, 98.57%	106, 257, 75, 32, 299, 31, 14	Ran on FASTA - No Coverage Report	2026-06-01_16-10-06
EPI_ISL_18132354	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.1, MP:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:MP	99.83%, 99.96%, 99.88%, 99.86%, 99.91%, 99.77%, 100.00%, 100.00%	4, 1, 1, 2, 2, 4, 0, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-10-06
EPI_ISL_18132350	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.96%, 99.78%, 99.76%, 99.79%, 99.91%, 99.77%, 99.73%, 100.00%	1, 5, 2, 3, 2, 4, 4, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-10-07
EPI_ISL_16171480	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.83%, 99.78%, 99.64%, 99.86%, 99.67%, 99.59%, 99.20%, 99.80%	4, 5, 3, 2, 7, 7, 12, 2	Ran on FASTA - No Coverage Report	2026-06-01_16-10-07
EPI_ISL_17099964	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	98.99%, 99.12%, 99.11%, 99.21%, 99.58%, 99.06%, 98.65%, 99.29%	23, 20, 7, 11, 9, 16, 20, 7	Ran on FASTA - No Coverage Report	2026-06-01_16-10-07
EPI_ISL_18909019	B2.2	PB2:am1.2, PB1:ea1, NS:am1.2, NA:ea1, PA:ea1, HA:ea1, NP:am1.1, MP:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, am1.2:22-010668-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:MP	98.43%, 99.65%, 99.64%, 99.43%, 99.30%, 99.41%, 99.67%, 99.80%	33, 8, 3, 8, 15, 10, 5, 2	Ran on FASTA - No Coverage Report	2026-06-01_16-10-08
EPI_ISL_16701840	B2.2	PB2:am1.2, PB1:ea1, NS:am1.2, NA:ea1, PA:ea1, HA:ea1, NP:am1.1, MP:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, am1.2:22-010668-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:MP	99.41%, 99.65%, 99.52%, 99.42%, 99.48%, 99.53%, 99.67%, 99.69%	13, 8, 4, 8, 11, 8, 5, 3	Ran on FASTA - No Coverage Report	2026-06-01_16-10-08
EPI_ISL_18931268	B2.2	PB2:am1.2, PB1:ea1, NS:am1.2, NA:ea1, PA:ea1, HA:ea1, NP:am1.1, MP:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, am1.2:22-010668-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:MP	98.43%, 99.60%, 99.52%, 99.50%, 99.56%, 99.53%, 99.67%, 99.69%	35, 9, 4, 7, 9, 8, 5, 3	Ran on FASTA - No Coverage Report	2026-06-01_16-10-09
EPI_ISL_18931271	B2.2	PB2:am1.2, PB1:ea1, NS:am1.2, NA:ea1, PA:ea1, HA:ea1, NP:am1.1, MP:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, am1.2:22-010668-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:MP	99.43%, 99.65%, 99.52%, 99.43%, 99.35%, 99.41%, 99.67%, 99.69%	11, 8, 4, 8, 14, 10, 5, 3	Ran on FASTA - No Coverage Report	2026-06-01_16-10-09
